Coder,Asset_Name,Brand,Lead_Country,Year_Produced,Year_Aired,Segment,Agency,Character_Name,Character_Description,Q1_Prominence,Q2_Age,Q2a_Age_SpecifyOther,Q3_Sex,Q4_Gender,Q5_LGBTQ,Q6_Animated,Q6a_Animated_OtherSpecify,Q7_Race_Ethnicity,Q7a_RE_OtherSpecify,Q8_Disability,Q9a_Shopping,Q9b_Driving,Q9c_Cleaning,Q9d_Cooking,Q9e_Working,Q9f_Socializing,Q9g_Nothing,Q9h_Eating/Drinking,Q9i_Exercising,Q9j_Activity Other,Q9j_Activity_Other_Specify,Q10a_Kitchen,Q10b_Office,Q10c_Car,Q10d_Store,Q10e_Outdoors,Q10f_Living Room,Q10g_Restaurant_Bar,Q10h_Gym,Q10i_Bedroom,Q10j_Bathroom,Q10k_Sporting_Event,Q10l_Classroom,Q10m_Location_Other,Q10m_Location_Other_Specify,Q11_Revealing_Clothing,Q12_Nudity,Q12a_Nudity_Other_Specify,Q13_Visually_Objectified,Q14_Verbally_Objectified,Q15_Intelligence,Q16_Humor,Q17_Occupation,Q18_Leader,Q19_Authority,Q20_Body Type,Q20a_Body_Type_Other_Specify,Q21a_Disordered_Eating,Q21b_Selfy_injury,Q21c_NegativeTalk,Q21d_Body_Modification,Q22a_Visual_Shame,Q22b_Verbal_Shame,Q22c_Sizeist_Slurs,Q22d_Punchline,Q22e_Denied_Personal_Opportunity,Q22f_Denied_Professional_Opportunity,Q22g_Other_Prejudice,Q22g_Prejudice_Other_Specify,Q23a_Lazy,Q23b_Physically_Slow,Q23c_Stupid,Q23d_Loser,Q23e_Inactive,Q23f_Poorly_Dressed,Q23g_Funny,Q23h_Jolly,Q23i_Clumsy,Q23j_Alone,Q24a_Comic_Relief,Q24b_Sidekick,Q24c_Mamma_Hen,Q24d_Nympho,Q25_Fat_to_Fit,Q26_Inspo_Porn,Q27_NOTES,Notes on Dwelling
Pamela,Mountain Climber,Snickers,Arabia,2019,2019,Confectionary,,Man walking dog, ,2,8, ,2,2,0,0, ,6, ,0,0,0,0,0,0,0,0,0,1,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,3,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Recovery Room (:30),Snickers,USA,2017,2019,Confectionary,,Nurse,Nurse,2,5, ,1,4,0,0, ,3, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Hospital room,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,The News (:30),Snickers,USA,2017,2019,Confectionary,,News Anchor 2,White dress,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Newsroom,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Meltdown Hype (:40),Twix,USA,2019,2019,Confectionary,,Woman,Woman in white sweater,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,1,On a computer,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Mom,Green jacket,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,1,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Auditorium,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Talent Show,Airwaves,Germany,2019,2019,Confectionary,,Mom,Green jacket,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,1,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,Auditorium,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Meeting,Airwaves,China Taiwan,2019,2019,Confectionary,,Employee 2,Black glasses,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,1,Singing,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,2,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Meeting,Airwaves,China Taiwan,2019,2019,Confectionary,,Employee 3,Long brown hair,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,1,0,0,0,1,Singing,0,1,0,0,0,0,0,0,0,0,0,0,0, ,1,0, ,0,0,0,2,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Orgullosamente Raro,Swinkles,Mexico,2019,2019,Confectionary,,Hand model,Brown hair,2,4, ,2,2,0,0, ,2, ,0,0,0,0,0,1,0,1,0,0,1,"Sleeping, Brushing teeth",0,0,1,0,1,0,0,0,1,1,0,0,1,Set,0,0, ,0,0,0,2,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jenna,Orgullosamente Raro,Swinkles,Mexico,2019,2019,Confectionary,,Assistant 2,Beige shoes,2,6, ,1,4,0,0, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,1,"Locker room, Waterpark",0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Rainbow Dancing (:15),Dove/Galaxy,China,2019,2019,Confectionary,,Dancer 1,pink dress,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,Dancing,0,0,0,0,0,0,0,0,0,0,0,0,1,On Set,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba,Lucas,Mexico,2019,2019,Confectionary,,Woman 1,Brown Hair,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,1,0,0,0,1,Kissing,0,0,0,0,0,0,0,0,0,0,0,0,1,On set,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Crispy Launch 2019 (:30),M&M's,China,2019,2019,Confectionary,,Couple 1 Woman,Bangs,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,Watching a concert,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert Venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Crispy Launch 2019 (:30),M&M's,China,2019,2019,Confectionary,,Couple 2 Man,Pink Sweater,2,4, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Watching a concert,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert Venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,M&M'S Crispy Launch 2019 (:30),M&M's,China,2019,2019,Confectionary,,Couple 2 Woman,Sweatervest,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Watching a concert,0,0,0,0,0,0,0,0,0,0,0,0,1,Concert Venue,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,SNK 2019 Exam Math Episode,Snickers,China,2019,2019,Confectionary,,Teacher,Salter,2,5, ,2,2,0,0, ,5, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,1,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,In-car,Airwaves,China Taiwan,2019,2019,Confectionary,,Dad,driver,2,5, ,2,2,0,0, ,5, ,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,In-car,Airwaves,China Taiwan,2019,2019,Confectionary,,Cheerleader 1,dark ponytail,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Cheerleads,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,In-car,Airwaves,China Taiwan,2019,2019,Confectionary,,Mom,sleeping,2,5, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,0,0,0,1,Sleeping,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Study (:30),Airwaves,China Taiwan,2019,2019,Confectionary,,Son,glasses,2,3, ,2,2,0,0, ,5, ,0,0,0,0,0,0,0,0,1,0,1,seeking advice,0,0,0,0,1,0,0,0,0,0,0,0,1,monastery,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Dove Celebrity - No Reactions 16x9 (:15),Dove/Galaxy,Mexico,2019,2019,Confectionary,,Woman, ,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,0,1,0,1,licking fingers,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Dove Celebrity - Reactions 16x9 (:15),Dove/Galaxy,Mexico,2019,2019,Confectionary,,Woman, ,2,4, ,1,4,0,0, ,2, ,0,0,0,0,0,0,0,1,1,0,1,licking fingers,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 1, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 3, ,2,4, ,1,4,0,0, ,3, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Daisy, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,1, ,0,0,2,2,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 1, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Woman 3, ,2,4, ,1,4,0,0, ,3, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Daisy (:30),Dove/Galaxy,USA,2019,2019,Confectionary,,Daisy, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,1,1, ,0,0,2,2,0,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Soulmates (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Guy Friend, ,2,4, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Soulmates (:15),Dove/Galaxy,USA,2019,2019,Confectionary,,Girl Friend, ,2,4, ,1,4,0,0, ,3, ,0,0,0,0,0,0,0,0,0,0,1,walking dog,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Teddy Jazz Club,Dove/Galaxy,USA,2019,2019,Confectionary,,Woman, ,2,5, ,1,4,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Teddy Painter,Dove/Galaxy,USA,2019,2019,Confectionary,,Woman, ,2,5, ,1,4,0,0, ,1, ,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Incredibly Soft (:35),Dove/Galaxy,Arabia,2019,2019,Confectionary,,Co-Worker, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Incredibly Soft (:35),Dove/Galaxy,Arabia,2019,2019,Confectionary,,Co-Worker 2, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Jeremy Yoder,Incredibly Soft (:35),Dove/Galaxy,Arabia,2019,2019,Confectionary,,Businesswoman, ,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,1,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Linzi,Study,Airwaves,Germany,2019,2019,Confectionary,,student, ,2,3, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,studying,0,0,0,0,0,0,0,0,0,0,0,0,1,unclear (close up of face),0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Linzi,Work,Airwaves,Germany,2019,2019,Confectionary,,guy, ,2,4, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,2,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Olfateador profesional,Swinkles,Mexico,2019,2019,Confectionary,,water slide rider, ,2,5, ,2,2,0,0, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,1,0, ,0,0,9,1,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman in white jersey,bangs,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,1,celebrating,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman in white jersey, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man with white scarf and jersey, ,2,5, ,2,2,0,0, ,3, ,0,0,0,0,0,0,0,0,1,0,1,celebrating,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man with black jersey, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,celebrating,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman in blue jersey, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,1,upset,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man in blue jersey, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,1,upset,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man in jean jacket,scarf,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,1,upset,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,VR man, ,2,7, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,lab,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,scientist with beard, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,lab,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman scientist, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,lab,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman presenting, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,1,presenting,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man drawing, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,1,0,0,0,0,1,drawing,0,1,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman on phone, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man on scooter, ,2,5, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,riding scooter,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,woman with white backdrop, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,9,white backdrop,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Consolations (1:32),Celebrations,France,2019,2019,Confectionary,,man in robe, ,2,6, ,2,2,0,0, ,1, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Voices in Your Head (:20),Dove / Galaxy,UK,2019,2019,Confectionary,,runner, ,2,5, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,1,1,yelling,0,1,0,0,1,0,0,0,0,0,0,0,1,hallway,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Milena,Voices in Your Head (:20),Dove / Galaxy,UK,2019,2019,Confectionary,,woman with moisturizer, ,2,4, ,1,4,0,0, ,5, ,0,0,0,0,0,0,0,1,0,0,0, ,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba,Lucas,Mexico,2019,2019,Confectionary,,boy,eats candy,2,3, ,2,2,0,0, ,2,White-looking but coded Latin0\o,0,0,0,0,0,0,0,0,1,0,1,kissing,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,La Intensidad Que Te Faltaba (:06),Lucas,Mexico,2019,2019,Confectionary,,girl,doesn’t,2,3, ,1,4,0,0, ,2,coded Latina,0,0,0,0,0,0,0,0,0,0,1,kissing,0,0,0,0,0,0,0,0,0,0,0,0,1,on set,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Airplane,M&M's,USA,2012,2019,Confectionary,,Flight attn 3,blonde,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,airplane,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,I Spy (:06),M&M's,USA,2019,2019,Confectionary,,Christina Applegate,driving,2,6, ,1,4,0,0, ,1, ,0,0,1,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Meredith Conroy,Olfateador profesional,Swinkles,Mexico,2019,2019,Confectionary,,hand model, ,2,4, ,2,2,0,0, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,studio for photoshoot,0,0, ,0,0,9,0,1,0,0,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 2,young girl getting out of bed,2,1, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,trying on a dress,0,0,0,0,0,0,0,0,1,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 3,tween sliding staircase,2,2, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,sliding down staircase,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 4,teen skateboarding,2,3, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,skateboarding,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 5,twenties bar,2,4, ,1,4,0,0, ,1, ,0,0,0,0,0,0,1,0,0,0,1,cutting bangs,0,0,0,0,0,0,1,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 6,forties streetcar,2,6, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,0,0,1,getting on a streetcar,0,0,0,0,0,0,0,0,0,0,0,0,1,streetcar,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Voices in your head,Dove/Galaxy,UK,2019,2019,Confectionary,,Female Character 7,sixties eating,2,8, ,1,4,0,0, ,1, ,0,0,0,0,0,0,0,0,1,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Melanie,Orgullosamente Raro,Swinkles,Mexico,2019,2019,Confectionary,,hand model,green screen,2,5, ,2,2,0,0, ,2, ,0,0,0,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1,on set,0,0, ,0,0,0,0,1,0,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duet - Quick Fix (:20),Uncle Ben's,USA,2018,2019,Food,,Woman, ,1,4, ,1,4,0,0, ,1, ,0,0,0,0,1,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,7,pregnant, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Nosh,Duet (2:00),Uncle Ben's,USA,2018,2019,Food,,Woman, ,1,4, ,1,4,0,0, ,1, ,0,0,0,0,1,0,0,0,1,0,1,unpacking boxes,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,7,2 and pregnant, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Hannah,Duet - Move In,Uncle Ben's,USA,2018,2019,Food,,Man,Man in grey shirt,1,5, ,2,2,0,0, ,1, ,0,0,0,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,2,0,0,0,0,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Vanessa (:15),MasterFoods,Australia,2019,2019,Food,,Mom, ,1,5, ,1,4,0,0, ,2, ,0,0,0,0,1,0,1,0,0,0,0, ,1,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0, ,0,0,3,0,0,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
Pamela,Vanessa (:50),MasterFoods,Australia,2019,2019,Food,,Vanessa, ,1,5, ,1,4,0,0, ,2, ,0,0,0,0,1,0,1,1,0,0,0, ,1,0,0,0,0,1,0,0,0,0,0,0,0, ,0,0, ,0,0,3,0,0,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,,
